Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,01/08/2021,RDC N04569000 2022/005,225.00,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,RDC N084911002 2022/005,2038.00,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50005325651 2022/005,147.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368798 2022/005,187.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368751  2022/005,549.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368742 2022/005,644.48,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368760 2022/005,861.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50005331156  2022/005,948.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368789 2022/005,1226.16,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50005323051 2022/005,2246.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50002987959 2022/005,247.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50005333756  2022/005,1497.00,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368742 2022/005,203.52,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/08/2021,CDC 50006368789 2022/005,345.84,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,149.03,GOOGLE CLOUD,N/A,Communications,IT-Websites,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,9.96,AMAZON.CO.UK,S1426,Dales Countryside Museum,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,19.48,AMAZON.CO.UK,S1426,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,19.93,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,104.94,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,162.30,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,249.60,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,02/08/2021,PCARD-2022/005,373.00,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,PCARD-2022/005,131.29,AWS EMEA,N/A,Communications,IT-Websites,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,PCARD-2022/005,6.83,WESTFIELD FASTENERS,N/A,Dales Countryside Museum,Equipment Repairs and Maint,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,PCARD-2022/005,17.40,J T ATKINSON & SONS LTD,S0045,Maintenance Offices,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,PCARD-2022/005,5.81,AMAZON.CO.UK,S1426,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,PCARD-2022/005,19.69,AMAZON.CO.UK,S1426,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,PCARD-2022/005,65.83,AMAZON.CO.UK,S1426,Maintenance Offices,Materials,Y,,,
Yorkshire Dales National Park Authority,03/08/2021,CARPARK CHGS - 03/08/21,363.87,SIX PAYMENT SERVICES LTD,S4524,Car Parks,Bank Charges,,,,
Yorkshire Dales National Park Authority,04/08/2021,PCARD-2022/005,408.00,SNICKERS DIRECT,N/A,Contracts - Area Rangers,Clothing,Y,,,
Yorkshire Dales National Park Authority,04/08/2021,PCARD-2022/005,33.00,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,04/08/2021,PCARD-2022/005,420.81,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,05/08/2021,PCARD-2022/005,74.99,RUEZONE,N/A,National Trails,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,05/08/2021,PCARD-2022/005,20.18,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,05/08/2021,PCARD-2022/005,27.68,TOOLSTATION LIMITED,S5537,Maintenance Offices,Materials,Y,,,
Yorkshire Dales National Park Authority,06/08/2021,PCARD-2022/005,35.65,MOLE COUNTRY STORES,N/A,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,06/08/2021,PCARD-2022/005,59.19,VISTAPRINT,N/A,National Trails,Clothing,Y,,,
Yorkshire Dales National Park Authority,06/08/2021,PCARD-2022/005,3.15,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,06/08/2021,PCARD-2022/005,4.52,AMAZON.CO.UK,S1426,National Trails,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,07/08/2021,PCARD-2022/005,69.70,SHOPIFY,S4518,Communications,IT-Websites,Y,,,
Yorkshire Dales National Park Authority,09/08/2021,PCARD-2022/005,42.83,MERRITT & FRYERS LTD,S0051,Maintenance Offices,Materials,Y,,,
Yorkshire Dales National Park Authority,09/08/2021,PCARD-2022/005,66.60,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,09/08/2021,PCARD-2022/005,26.22,TOOLSTATION LIMITED,S5537,Maintenance Offices,Materials,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,122.20,IRONMONGERY DIRECT LTD,N/A,Maintenance DCM,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,55.14,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,82.18,MERRITT & FRYERS LTD,S0051,Maintenance DCM,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,50.21,MERRITT & FRYERS LTD,S0051,Maintenance NPC's,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,53.73,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,56.85,AMAZON.CO.UK,S1426,Ranger Services,Maps & Ordnance Survey,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,PCARD-2022/005,80.98,LYRECO,S1470,Dales Countryside Museum,Consumables,Y,,,
Yorkshire Dales National Park Authority,10/08/2021,Jul 21 TRANSACTIONS Vatable,100.00,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,10/08/2021,Jul 21 TRANSACTIONS Exempt,612.83,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,10/08/2021,CARPARK CHGS - 10/08/21,374.36,SIX PAYMENT SERVICES LTD,S4524,Car Parks,Bank Charges,,,,
Yorkshire Dales National Park Authority,11/08/2021,PCARD-2022/005,49.85,DIRECT HYGIENE,N/A,Northern Dales (Richmondshire),Consumables,Y,,,
Yorkshire Dales National Park Authority,11/08/2021,PI147425,60.00,YDNPA,N/A,Farmed Land,Venue Hire,,,,
Yorkshire Dales National Park Authority,11/08/2021,PCARD-2022/005,509.70,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,11/08/2021,PCARD-2022/005,16.10,AMAZON.CO.UK,S1426,Maintenance Offices,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,11/08/2021,PCARD-2022/005,77.40,ACE FIXINGS (CUMBRIA) LTD,S5286,Western Dales (Cumbria),Equipment Repairs and Maint,Y,,,
Yorkshire Dales National Park Authority,12/08/2021,PCARD-2022/005,63.95,IRONMONGERY DIRECT LTD,N/A,Southern Dales (Craven  Lancs),Materials,Y,,,
Yorkshire Dales National Park Authority,12/08/2021,PCARD-2022/005,55.37,PICTURE WORLD LTD,N/A,Maintenance DCM,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,12/08/2021,PCARD-2022/005,22.90,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,13/08/2021,PI147655,1671.77,VENSON AUTOMOTIVE SOLUTIONS LTD - DD,S3089,Contracts - Access Rangers,Vehicle Leasing,,,,
Yorkshire Dales National Park Authority,13/08/2021,PI147657,3395.33,VENSON AUTOMOTIVE SOLUTIONS LTD - DD,S3089,Contracts - Access Rangers,Vehicle Leasing,,,,
Yorkshire Dales National Park Authority,15/08/2021,PCARD-2022/005,209.86,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,16/08/2021,PCARD-2022/005,79.00,APPLE,N/A,Web Based Services,IT - Licences,Y,,,
Yorkshire Dales National Park Authority,16/08/2021,PCARD-2022/005,61.07,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,17/08/2021,PCARD-2022/005,32.62,TRAVELODGE,N/A,Training,Training,Y,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147822,217.50,NORTHUMBERLAND NPA,S0003,Land Management Partnersips,Hospitality (External),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147804,18878.00,PEAK DISTRICT NATIONAL PARK AUTHORITY,S0011,National Trails,Grants Paid,,N/A,2020 - 2021,Pennine Way Ranger
Yorkshire Dales National Park Authority,17/08/2021,PI147595,110.00,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Corporate HR Staff Costs,DBS Charges,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147841,1426.95,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Employees,Pension (er's),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147852,75.00,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Member Costs,Printing,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147806,50.00,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Southern Dales (Craven  Lancs),Contractors (Others),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147806,50.00,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Southern Dales (Craven  Lancs),Contractors (Others),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147593,15.00,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Volunteers,DBS Charges,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147760,468.45,CRAVEN DISTRICT COUNCIL,S0014,Land Holdings,Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147580,0.77,CRAVEN DISTRICT COUNCIL,S0014,Office Accomodation,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147519,2.00,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147519,11.45,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147519,18.00,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147797,2.62,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147797,9.89,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147797,21.26,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147797,44.93,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147797,46.62,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147797,61.06,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147640,10.00,SETTLE COAL COMPANY LTD,S0052,Contracts - Access Rangers,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147640,264.00,SETTLE COAL COMPANY LTD,S0052,Contracts - Access Rangers,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147639,2.00,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147639,3.00,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147633,4.00,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147639,4.00,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147633,4.44,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147633,10.00,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147639,12.50,SETTLE COAL COMPANY LTD,S0052,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147632,1.60,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147632,2.25,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147636,2.50,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147630,5.40,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147637,12.47,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147630,15.86,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147630,17.95,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147630,22.80,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147635,100.00,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147634,109.30,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147634,187.50,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147600,345.15,PHOENIX SOFTWARE LTD,S0056,IT Development,IT-Software Subscriptions,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147600,26740.80,PHOENIX SOFTWARE LTD,S0056,IT Development,IT-Software Subscriptions,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147815,55.00,HARTLINGTON FENCING SUPPLIES,S0058,Pennine way,Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147815,63.20,HARTLINGTON FENCING SUPPLIES,S0058,Pennine way,Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147596,350.00,P M IVESON LTD,S0122,Northern Dales (Richmondshire),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147598,3750.00,P M IVESON LTD,S0122,Pennine way,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147835,1880.00,P M IVESON LTD,S0122,Ranger Services,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147597,350.00,P M IVESON LTD,S0122,Western Dales (Cumbria),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,75.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,75.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,92.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,105.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,109.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,115.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,120.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,120.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147644,178.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PCARD-2022/005,152.00,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147500,15.00,JOHN MASON PRINTERS,S0148,WMD 3.5 Interpreting Wesmorland Dales,Printing,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147816,125.00,COUNTRYSIDE JOBS SERVICE,S0211,Corporate HR Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147817,125.00,COUNTRYSIDE JOBS SERVICE,S0211,Corporate HR Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147794,90.00,WENSLEYDALE PRESS,S0219,Dales Countryside Museum,Printing,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147438,97.92,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147449,450.69,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147441,297.69,NPOWER LTD,S0225,Malham NPC,Electricity,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147785,4.80,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147786,32.00,DALES NEWSAGENTS,S0271,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147776,236.40,ELLIS DEAN,S0357,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147776,553.70,ELLIS DEAN,S0357,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147652,335.99,J J EMBROIDERY LTD,S0394,Trading Account,Retail Stock Clothing VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147488,110.34,POINTER LTD,S0563,Dales Countryside Museum,Security,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147833,114.81,POINTER LTD,S0563,Dales Countryside Museum,Security,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147612,124.33,POINTER LTD,S0563,Dales Countryside Museum,Security,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147826,175.68,FARRAH'S OF HARROGATE,S0708,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147611,324.66,FARRAH'S OF HARROGATE,S0708,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,12.09,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,20.40,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,354.32,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,548.72,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147618,25.00, BAINBRIDGE VILLAGE HALL,S0959,Farmed Land,Venue Hire,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147678,52.45,EDEN FARM SUPPLIES,S1311,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147678,85.60,EDEN FARM SUPPLIES,S1311,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147679,76.80,TOWN MILLS CRAFT CENTRE LTD T/A HOUSE OF MARBLES,S1331,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147780,266.55,TOWN MILLS CRAFT CENTRE LTD T/A HOUSE OF MARBLES,S1331,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,5.05,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,15.15,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,35.85,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,64.28,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,283.44,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147784,50.00,C H FAWCETT & SONS,S1516,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147784,100.00,C H FAWCETT & SONS,S1516,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147851,389.00,REDACTED PERSONAL DATA,S1713,Contracts - Access Rangers,Insurance,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147681,1062.50,REDACTED PERSONAL DATA,S1713,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147825,11883.09,LANCASHIRE COUNTY COUNCIL,S1823,National Trails,Grants Paid,,N/A,2020 - 2021,Pennine Bridleway Maintenance & Ranger
Yorkshire Dales National Park Authority,17/08/2021,PI147676,180.00,FIELD STUDIES COUNCIL,S1847,Outreach,Event Leaders,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147620,10.46,DARLINGTON COLLEGE,S1877,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147621,26.67,DARLINGTON COLLEGE,S1877,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147619,53.33,DARLINGTON COLLEGE,S1877,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147783,1090.00,HORTON LANDSCAPES LTD,S1949,Car Parks,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147759,1330.00,HORTON LANDSCAPES LTD,S1949,Car Parks,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147793,99.87,CORDEE LTD,S2018,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147576,212.74,CORDEE LTD,S2018,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147832,296.47,CORDEE LTD,S2018,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147608,2000.00,BUTTERFLY CONSERVATION,S2275,Community Wildlife Projects,Grants Paid,,254937,2021,The Limestone Lepidoptera Project
Yorkshire Dales National Park Authority,17/08/2021,PI147599,300.00,YORKSHIRE WILDLIFE TRUST,S2342,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147476,300.00,YORKSHIRE FILM ARCHIVE,S2493,Dales Countryside Museum,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147629,8.99,THE OUTDOORS COMPANY,S2561,WMD 3.2 Skills for the future,Health & Safety Equipment,,,,
